run_time,season,gw,scope,mae,rmse,n
2026-01-27T07:16:38.712845Z,2025-2026,21,overall,1.0422579067181623,1.9297721077293324,770
2026-01-27T07:16:45.870885Z,2025-2026,21,overall,1.0422579067181623,1.9297721077293324,770
