first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,player_id,team_code,defcon_actions,defcon_actions_per_90,role,name,season_stats_gw
Rayan,Cherki,Cherki,Midfielder,MCI,12.614028614783157,15.170883073572274,100.0,100.0,,6.5,17.4,0.4,20.8,135,1,4.1,2.4,0.22,0.45,0.67,,604.2,996.6,579.0,218.1,32.0,4,13,8,18,19,0.0,0.0,0.0,0.0,0.0,0.0,3.465932344776815,2.787704265136057,2.127469234084728,1.8763615484796496,2.3565612223059063,2.5568544587891155,,,,,,,417,43,0.0,0.0,Midfielder,Man City,38
Tom,Cairney,Cairney,Midfielder,FUL,13.150823322703358,15.16456684973442,100.0,100.0,,4.8,0.0,0.5,8.5,41,6,1.7,2.2,0.14,0.1,0.24,,153.4,195.6,64.0,41.4,30.0,2,0,2,10,6,5.0,15.0,1.0,2.0,2.0,0.0,3.2453984520021026,2.508649732049707,2.9233466317879717,2.3989089986934213,2.0745195081701553,2.0137435270310626,,,,,,,331,54,5.0,15.0,Midfielder,Fulham,38
Yoane,Wissa,Wissa,Forward,NEW,12.237818589011113,15.14466810117406,100.0,100.0,,7.3,0.6,0.2,3.7,27,0,1.4,1.2,0.54,0.09,0.63,,58.0,46.7,163.0,25.5,24.0,1,1,1,11,4,1.0,3.75,0.0,0.0,1.0,0.0,2.3745601054863297,2.5305614382004,2.600444814573268,2.333790413556133,2.3984618171949803,2.9068495121629474,,,,,,,135,4,1.0,3.75,Forward,Newcastle,38
Yankuba,Minteh,Minteh,Midfielder,BHA,12.406711467522477,15.12159850675163,100.0,100.0,,5.5,2.5,0.7,21.3,117,1,3.4,3.8,0.14,0.19,0.33,,491.8,691.4,617.0,180.3,45.0,3,8,11,33,26,3.0,6.0,3.0,0.0,0.0,0.0,3.63004891791472,3.0239900498028875,2.077161493718535,1.6662243478621535,2.0092866582241813,2.714887039229153,,,,,,,160,36,3.0,6.0,Midfielder,Brighton,38
Jérémy,Doku,Doku,Midfielder,MCI,12.446610655750224,15.073602359823788,100.0,100.0,,6.5,6.6,0.9,18.5,120,1,4.0,6.0,0.15,0.3,0.45,,540.2,841.6,645.0,202.5,13.0,5,8,8,18,19,0.0,0.0,0.0,0.0,0.0,0.0,3.0105796501365716,3.1889145924905433,2.345986188122042,1.8453479299918367,2.0557822950092306,2.626991704073564,,,,,,,418,43,0.0,0.0,Midfielder,Man City,38
Abdukodir,Khusanov,Khusanov,Defender,MCI,12.643685397491847,15.051065749042161,100.0,100.0,,5.4,0.7,0.4,12.4,67,0,3.2,2.2,0.04,0.08,0.12,,299.0,112.2,26.0,43.9,0.0,0,0,6,13,15,0.0,0.0,0.0,0.0,0.0,0.0,2.559798550328504,2.564206393178938,2.5041823353702,2.5039181896518956,2.51157992896231,2.4073803515503145,,,,,,,406,43,0.0,0.0,Defender,Man City,38
Omari,Hutchinson,Hutchinson,Midfielder,NFO,13.268251502724645,15.033286117257735,,,,5.4,0.1,0.4,15.2,82,5,2.6,2.2,0.11,0.21,0.32,,333.6,527.1,356.0,121.6,77.0,1,7,6,24,17,6.0,7.012987012987013,3.0,0.0,3.0,0.0,3.1602715487974455,3.2907453109228455,2.4220392841834686,2.2666406083185247,2.128554750502359,1.7650346145330897,,,,,,,693,17,6.0,7.012987012987013,Midfielder,Nott'm Forest,38
Noni,Madueke,Madueke,Midfielder,ARS,13.290377722805449,15.008404559039862,100.0,100.0,,6.8,0.8,0.5,10.6,72,11,2.8,3.2,0.09,0.21,0.3,,257.4,352.8,404.0,101.3,83.0,3,1,8,9,16,4.0,4.337349397590361,0.0,1.0,3.0,0.0,3.2815741882981304,2.472310828746849,2.5980443760547396,2.802183062328283,2.136265267377447,1.7180268362344133,,,,,,,18,3,4.0,4.337349397590361,Midfielder,Arsenal,38
Alex,Tóth,Tóth.A,Midfielder,BOU,11.594639418411731,14.960438989351495,,,,4.9,0.0,0.1,1.6,8,1,0.9,0.5,0.07,0.22,0.29,,18.6,60.2,18.0,9.6,56.0,0,0,0,3,2,5.0,8.035714285714285,0.0,3.0,2.0,0.0,2.1288070473460188,2.0726962550901695,2.336615626756096,2.4848981157239205,2.5716223734955266,3.365799570939764,,,,,,,801,91,5.0,8.035714285714285,Midfielder,Bournemouth,38
Rico,Lewis,Lewis,Defender,MCI,13.07747131906475,14.894872600691665,100.0,100.0,,4.6,1.2,0.0,4.1,19,0,1.7,0.0,0.04,0.31,0.35,,70.8,112.5,55.0,23.8,90.0,0,1,1,7,4,0.0,0.0,0.0,0.0,5.0,0.0,3.0545316308723307,2.6837662118153203,2.5335981503149076,2.4363148046326497,2.369260521429542,1.8174012816269147,,,,,,,410,43,0.0,0.0,Defender,Man City,38
Jacob,Ramsey,J.Ramsey,Midfielder,NEW,12.542840950186623,14.875070872289992,100.0,100.0,,5.3,0.3,0.8,11.7,62,4,2.2,4.5,0.07,0.09,0.16,,304.4,330.3,165.0,79.9,90.0,2,3,1,31,15,14.0,14.0,5.0,3.0,6.0,2.0,2.958838385648535,2.3485755126672485,2.836703872781169,2.3632031347329545,2.0355200443567165,2.3322299221033704,,,,,,,52,4,14.0,14.0,Midfielder,Newcastle,38
Christian,Nørgaard,Nørgaard,Midfielder,ARS,11.852760233824137,14.773293947485794,100.0,100.0,,5.1,0.1,0.0,1.4,7,1,1.0,0.2,0.07,0.04,0.11,,23.4,5.5,10.0,4.0,45.0,0,0,0,1,1,5.0,10.0,3.0,2.0,0.0,0.0,2.826718416562629,2.2142870831893897,1.8005384180787187,2.368206614536089,2.6430097014573106,2.920533713661657,,,,,,,24,3,5.0,10.0,Midfielder,Arsenal,38
Evann,Guessand,Guessand,Midfielder,CRY,12.388209292764245,14.772567714620788,100.0,100.0,,6.2,0.0,0.1,7.1,44,1,2.1,0.4,0.15,0.08,0.23,,159.4,76.6,187.0,42.0,28.0,1,3,2,15,9,1.0,3.2142857142857144,0.0,0.0,1.0,0.0,2.561681641357731,2.343374363711643,2.286111216558921,2.3726898290707927,2.8243522420651557,2.3843584218565437,,,,,,,677,31,1.0,3.2142857142857144,Midfielder,Crystal Palace,38
Aaron,Hickey,Hickey,Defender,BRE,11.77335681169571,14.75742424370905,100.0,100.0,,4.0,0.3,0.2,9.2,37,1,1.8,1.0,0.06,0.02,0.08,,101.4,17.1,43.0,16.0,30.0,0,0,2,9,8,2.0,6.0,1.0,1.0,1.0,0.0,2.2012246857743603,1.9938096815100557,2.5383431498625484,2.17866098588805,2.861318308660697,2.984067432013341,,,,,,,116,94,2.0,6.0,Defender,Brentford,38
Ryan,Sessegnon,Sessegnon,Midfielder,FUL,13.113244658874734,14.741173961447709,75.0,100.0,,5.4,0.1,0.0,17.6,95,0,3.5,0.0,0.08,0.09,0.17,,413.8,225.0,229.0,86.7,0.0,3,3,6,29,20,0.0,0.0,0.0,0.0,0.0,0.0,1.9213512315293506,3.4783164830011306,2.4290915948015694,2.4138992065853877,2.870586142957297,1.6279293025729742,,,,,,,328,54,0.0,0.0,Midfielder,Fulham,38
Marco,Bizot,M.Bizot,Goalkeeper,AVL,12.269916815694664,14.69396010422079,100.0,100.0,,4.2,0.4,0.1,3.8,16,2,2.3,0.5,0.0,0.0,0.0,,139.2,0.0,0.0,13.9,90.0,0,0,1,10,6,0.0,0.0,0.0,3.0,3.0,0.0,2.858986416216953,2.7405812765194457,2.469710796062884,2.107161381354547,2.093476945540835,2.4240432885261267,,,,,,,33,7,0.0,0.0,Goalkeeper,Aston Villa,38
Maxim,De Cuyper,De Cuyper,Defender,BHA,12.276614746297941,14.67259541396205,100.0,100.0,,4.3,1.7,1.0,19.5,84,0,2.8,4.5,0.11,0.26,0.37,,327.8,516.6,154.0,99.9,45.0,2,3,5,23,17,1.0,2.0,1.0,0.0,0.0,0.0,2.8024258352088056,2.8137157261043395,2.0894846164487704,2.218809526135427,2.352179042400599,2.3959806676641078,,,,,,,145,36,1.0,2.0,Defender,Brighton,38
Mats,Wieffer,Wieffer,Midfielder,BHA,12.257885360846686,14.669741145612452,100.0,100.0,,4.8,0.3,0.2,19.6,94,2,3.6,0.8,0.09,0.09,0.18,,477.0,291.1,209.0,97.7,90.0,2,4,6,26,23,5.0,5.0,2.0,1.0,2.0,0.0,2.392062874895082,2.5226566292240626,2.7255096385555166,2.1687787366226954,2.4488774815493297,2.4118557847657662,,,,,,,173,36,5.0,5.0,Midfielder,Brighton,38
Angel,Gomes,Angel,Midfielder,WOL,11.113121358665518,14.641749280915684,100.0,100.0,,4.6,0.0,0.2,3.5,16,2,1.3,1.0,0.05,0.06,0.11,,52.8,91.5,28.0,17.1,65.0,0,0,1,8,7,5.0,6.923076923076923,2.0,1.0,2.0,0.0,2.1984493160885545,2.143416227744393,2.353334536086121,2.1192425034350695,2.29867877531138,3.528627922250166,,,,,,,816,39,5.0,6.923076923076923,Midfielder,Wolves,38
Emiliano,Martínez Romero,Martinez,Goalkeeper,AVL,12.304623745899525,14.637026203133521,100.0,100.0,,5.0,4.4,0.5,24.0,120,0,3.8,2.5,0.0,0.0,0.0,,769.8,23.2,0.0,79.2,0.0,0,1,7,39,32,0.0,0.0,0.0,0.0,0.0,0.0,2.3348987665769294,2.4220048271789127,2.312063334797992,2.2789969297064028,2.9566598876392884,2.332402457233996,,,,,,,32,7,0.0,0.0,Goalkeeper,Aston Villa,38
Leny,Yoro,Yoro,Defender,MUN,11.980465556134522,14.602124612595706,100.0,100.0,,4.1,1.2,0.1,13.7,56,1,1.8,0.5,0.07,0.03,0.1,,327.0,83.1,124.0,53.2,16.0,0,1,2,33,18,4.0,22.5,1.0,3.0,0.0,0.0,2.120232103794627,2.6564110545233963,2.640873023842338,2.1802699281387534,2.3826794458354073,2.6216590564611835,,,,,,,444,1,4.0,22.5,Defender,Man Utd,38
Hannibal,Mejbri,Hannibal,Midfielder,BUR,12.944958644212996,14.59026963623835,100.0,100.0,,4.7,0.1,0.4,12.6,59,1,2.2,1.8,0.07,0.15,0.22,,252.8,330.9,128.0,71.0,65.0,1,5,2,27,15,5.0,6.923076923076923,1.0,1.0,3.0,0.0,3.441655050158623,3.02978373240825,2.07145955611234,2.2616677158247898,2.140392589708995,1.6453109920253548,,,,,,,207,90,5.0,6.923076923076923,Midfielder,Burnley,38
Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,Midfielder,MCI,12.276379585836604,14.516087554868639,100.0,100.0,,6.2,0.7,0.4,16.5,102,1,2.7,2.2,0.09,0.13,0.22,,514.0,809.0,353.0,167.8,58.0,2,4,13,30,34,8.0,12.413793103448276,4.0,2.0,2.0,0.0,3.4291254481210376,2.5190481322764833,2.3433258259050733,1.7018139153358929,2.283066264198116,2.2397079690320343,,,,,,,416,43,8.0,12.413793103448276,Midfielder,Man City,38
Maxime,Estève,Estève,Defender,BUR,12.223518543245738,14.496829621380614,100.0,100.0,,3.8,7.0,0.5,22.4,85,0,2.5,2.0,0.02,0.02,0.04,,745.4,92.5,97.0,93.7,0.0,0,0,3,70,34,0.0,0.0,0.0,0.0,0.0,0.0,2.031172475329039,2.5817718938960836,2.3322483075906772,2.351400282511519,2.926925583918419,2.2733110781348755,,,,,,,191,90,0.0,0.0,Defender,Burnley,38
Pape Matar,Sarr,P.M.Sarr,Midfielder,TOT,11.47629483808549,14.442451905049547,100.0,100.0,,4.5,1.0,0.3,15.8,71,0,2.7,1.2,0.11,0.07,0.18,,336.0,188.3,156.0,68.2,17.0,2,4,3,23,13,2.0,10.588235294117647,0.0,2.0,0.0,0.0,1.558200713587376,2.6919220888450743,2.5383567157465645,2.3968182952566606,2.2909970246498155,2.966157066964057,,,,,,,593,6,2.0,10.588235294117647,Midfielder,Spurs,38
Kevin,Santos Lopes de Macedo,Kevin,Midfielder,FUL,12.766374243788809,14.401966699779523,100.0,100.0,,5.7,0.1,0.3,8.6,49,4,1.9,1.5,0.11,0.13,0.24,,216.0,246.6,243.0,70.4,59.0,1,3,4,15,9,4.0,6.101694915254237,0.0,0.0,4.0,0.0,2.9751184619758626,3.097495038645332,2.1487463879034197,2.465020778270898,2.0799935769932976,1.6355924559907142,,,,,,,731,54,4.0,6.101694915254237,Midfielder,Fulham,38
Mikkel,Damsgaard,Damsgaard,Midfielder,BRE,12.131271716199768,14.393992833500569,100.0,100.0,,5.6,0.8,0.8,20.2,113,1,3.4,4.5,0.11,0.24,0.35,,530.6,691.3,326.0,155.0,7.0,4,4,5,32,24,2.0,25.714285714285715,0.0,1.0,1.0,0.0,2.6498203757966783,3.148549440157705,1.8362576148308332,2.3340451138734295,2.1625991715411232,2.2627211173008006,,,,,,,121,94,2.0,25.714285714285715,Midfielder,Brentford,38
Sávio,Moreira de Oliveira,Savinho,Midfielder,MCI,12.18787545952851,14.319020105872822,100.0,100.0,,6.9,0.4,0.4,6.2,43,2,1.8,2.6,0.28,0.18,0.46,,138.6,198.4,321.0,65.8,90.0,1,2,3,7,7,2.0,2.0,0.0,0.0,2.0,0.0,2.8289461560912534,2.6598015229042,2.7924208364270835,1.9168060479749585,1.9899008961310132,2.1311446463443118,,,,,,,415,43,2.0,2.0,Midfielder,Man City,38
Mathys,Tel,Tel,Midfielder,TOT,12.123527161941295,14.241433608125956,100.0,100.0,,6.2,0.5,0.8,12.6,78,3,2.5,4.8,0.17,0.16,0.33,,303.4,457.2,312.0,107.6,72.0,4,2,3,23,13,6.0,7.5,1.0,1.0,4.0,0.0,3.063993465913972,2.7884347197375052,2.2726999223003324,2.081299428249518,1.9170996257399664,2.1179064461846604,,,,,,,584,6,6.0,7.5,Midfielder,Spurs,38
Tanaka,Ao,Tanaka,Midfielder,LEE,12.143382179065277,14.216710038697595,100.0,100.0,,4.8,0.2,0.8,14.0,67,4,2.4,4.0,0.1,0.1,0.2,,224.2,307.6,104.0,63.6,77.0,2,1,3,22,14,12.0,14.025974025974026,3.0,2.0,7.0,2.0,2.287128843384491,2.9113031470355097,2.2040654447182892,2.147734567520377,2.5931501764066107,2.073327859632318,,,,,,,358,2,12.0,14.025974025974026,Midfielder,Leeds,38
Brennan,Johnson,Johnson,Midfielder,CRY,11.934758872867853,14.186144408680518,,,,6.5,2.4,0.2,10.0,65,0,1.9,1.4,0.13,0.07,0.2,,223.4,311.1,230.0,75.8,0.0,2,1,6,24,19,0.0,0.0,0.0,0.0,0.0,0.0,2.1106194446786777,3.6053378015296325,1.8157490086347714,2.0784844700523593,2.3245681479724114,2.251385535812664,,,,,,,580,31,0.0,0.0,Midfielder,Crystal Palace,38
Jeremie,Frimpong,Frimpong,Defender,LIV,12.171403102421962,14.09446827635632,75.0,100.0,,5.7,4.9,0.2,11.1,63,1,3.0,1.0,0.04,0.14,0.18,,133.2,244.6,186.0,56.5,16.0,0,5,5,13,12,0.0,0.0,0.0,0.0,2.0,0.0,2.960875675164628,3.168947594944836,2.3035227163041703,1.9969261977524273,1.7411309182559007,1.923065173934357,,,,,,,370,14,0.0,0.0,Defender,Liverpool,38
Joël,Veltman,Veltman,Defender,BHA,11.254592119225116,14.09082015673456,100.0,100.0,,4.3,0.1,0.5,10.7,46,0,1.9,2.0,0.1,0.02,0.12,,247.0,80.5,68.0,39.6,0.0,1,0,2,13,9,0.0,0.0,0.0,0.0,0.0,0.0,1.3394252437403948,2.470976093306265,2.2579909752335747,2.4112590180830358,2.7749407888618443,2.836228037509444,,,,,,,152,36,0.0,0.0,Defender,Brighton,38
Dominic,Solanke-Mitchell,Solanke,Forward,TOT,11.684992288779291,14.078812101282555,100.0,100.0,,7.1,1.1,0.0,5.6,40,0,2.7,0.0,0.27,0.03,0.3,,205.0,84.1,339.0,62.7,0.0,3,0,0,21,11,0.0,0.0,0.0,0.0,0.0,0.0,1.575941768201478,2.7840136068256847,1.7628522871514178,2.7483602455488474,2.813824381051865,2.3938198125032644,,,,,,,596,6,0.0,0.0,Forward,Spurs,38
Ola,Aina,Aina,Defender,NFO,11.921839537044187,14.057371256225682,75.0,75.0,Lack of match fitness - 75% chance of playing,4.7,2.1,0.0,14.3,67,0,3.7,0.0,0.02,0.05,0.07,,285.2,160.3,58.0,50.5,0.0,0,2,6,19,18,0.0,0.0,0.0,0.0,0.0,0.0,1.325125227859774,2.9767690718466713,2.305389763215016,2.3409247888930036,2.973630685229722,2.135531719181494,,,,,,,507,17,0.0,0.0,Defender,Nott'm Forest,38
Luca,Netz,Netz,Defender,NFO,11.380894383338111,14.030113899019693,,,,4.5,0.0,0.4,2.4,11,1,1.6,2.0,0.0,0.1,0.1,,63.4,30.1,10.0,10.4,27.0,0,0,0,5,3,2.0,6.666666666666667,0.0,2.0,0.0,0.0,1.867869510451399,3.4238891836890395,1.8314975559038198,2.0310648372054927,2.2265732960883606,2.6492195156815823,,,,,,,814,17,2.0,6.666666666666667,Defender,Nott'm Forest,38
Alexander,Isak,Isak,Forward,LIV,12.303065551427062,14.023950944934127,75.0,100.0,,10.3,3.8,0.0,4.0,41,0,2.9,0.2,0.34,0.01,0.35,,146.4,39.2,191.0,36.9,0.0,3,1,1,9,8,0.0,0.0,0.0,0.0,0.0,0.0,1.6950829745432658,3.066706325186381,2.941891365773711,2.5686911616714254,2.0306937242522793,1.7208853935070636,,,,,,,499,14,0.0,0.0,Forward,Liverpool,38
John,McGinn,McGinn,Midfielder,AVL,11.802194764851206,14.00924606272021,100.0,100.0,,5.3,0.7,0.6,19.4,103,1,3.4,3.0,0.13,0.17,0.3,,459.8,605.3,309.0,137.3,4.0,5,4,8,28,28,2.0,45.0,1.0,0.0,1.0,0.0,2.3741587589577495,2.744709318801491,2.2966948980556134,2.132878373137295,2.253753415899057,2.207051297869004,,,,,,,54,7,2.0,45.0,Midfielder,Aston Villa,38
Mason,Mount,Mount,Midfielder,MUN,12.294976200567627,13.901968500605683,100.0,100.0,,5.9,0.3,0.4,9.8,58,5,2.5,2.5,0.14,0.14,0.28,,201.2,214.1,165.0,58.0,73.0,3,0,5,15,12,13.0,16.027397260273972,4.0,2.0,7.0,2.0,3.224999096997552,2.4276465332893578,1.9695513760536545,2.906596274397382,1.7661829198296803,1.6069923000380575,,,,,,,455,1,13.0,16.027397260273972,Midfielder,Man Utd,38
Ross,Barkley,Barkley,Midfielder,AVL,11.667810512562085,13.885717763265944,100.0,100.0,,4.8,0.1,0.8,11.7,56,5,2.7,4.0,0.17,0.13,0.3,,227.8,162.3,191.0,58.1,85.0,3,2,1,15,7,3.0,3.1764705882352944,2.0,0.0,1.0,0.0,1.9815011008744106,2.8426210019916285,2.416601069490925,2.2595794672289444,2.1675078729761745,2.2179072507038597,,,,,,,55,7,3.0,3.1764705882352944,Midfielder,Aston Villa,38
Ibrahim,Sangaré,Sangaré,Midfielder,NFO,11.570132998604478,13.872305153061383,100.0,100.0,,4.9,0.1,0.2,18.2,89,4,3.2,1.2,0.05,0.08,0.13,,434.4,205.9,126.0,76.8,64.0,2,2,8,26,25,16.0,22.5,0.0,8.0,8.0,2.0,2.819976971736167,2.5933025870956876,1.8712443869737065,1.9824442510696567,2.3031648017292596,2.3021721544569043,,,,,,,521,17,16.0,22.5,Midfielder,Nott'm Forest,38
Rayan Vitor,Simplício Rocha,Rayan,Midfielder,BOU,11.49510777345251,13.806518007951546,,,,5.4,2.3,1.0,12.4,67,2,4.5,5.5,0.22,0.15,0.37,,277.6,211.9,263.0,75.3,72.0,5,2,6,10,13,6.0,7.5,0.0,4.0,2.0,0.0,2.5062862856752237,2.5107006990272316,1.8476719382069111,2.2177072646555045,2.4127415858876367,2.311410234499036,,,,,,,807,91,6.0,7.5,Midfielder,Bournemouth,38
Daichi,Kamada,Kamada,Midfielder,CRY,11.486309256354183,13.722330029195296,100.0,100.0,,5.0,0.1,0.3,13.4,67,1,2.4,1.6,0.08,0.15,0.23,,239.2,350.1,155.0,74.5,45.0,0,2,6,28,22,5.0,10.0,2.0,1.0,2.0,0.0,2.5561334853218574,2.984366612293355,1.9001352138647822,2.1811321801947745,1.864541764679413,2.236020772841114,,,,,,,271,31,5.0,10.0,Midfielder,Crystal Palace,38
Aaron,Wan-Bissaka,Wan-Bissaka,Defender,WHU,11.021504248320126,13.714223615033376,100.0,100.0,,4.1,4.3,0.2,16.3,67,0,2.7,1.0,0.0,0.04,0.04,,432.0,305.6,30.0,77.2,0.0,0,3,3,43,23,0.0,0.0,0.0,0.0,0.0,0.0,1.2630339206157015,2.605682713667369,2.278290732314197,2.1658185188822006,2.708678362840658,2.6927193667132507,,,,,,,610,21,0.0,0.0,Defender,West Ham,38
John Victor,Maciel Furtado,John,Goalkeeper,NFO,10.98559943191426,13.7015461165654,100.0,100.0,,4.0,0.3,0.0,2.8,11,0,2.2,0.0,0.0,0.0,0.0,,56.4,0.0,0.0,5.7,0.0,0,0,1,8,5,0.0,0.0,0.0,0.0,0.0,0.0,2.1960137958301966,2.5424983309188525,1.6511458337924334,2.2434183525697113,2.3525231188030657,2.715946684651141,,,,,,,715,17,0.0,0.0,Goalkeeper,Nott'm Forest,38
Youri,Tielemans,Tielemans,Midfielder,AVL,11.929689825681486,13.649910985732424,100.0,100.0,,5.9,0.7,0.4,11.5,68,1,2.7,2.2,0.06,0.16,0.22,,432.0,513.6,184.0,113.1,17.0,0,4,4,27,21,4.0,21.176470588235293,2.0,1.0,1.0,0.0,2.8016664738226873,2.8962247116043685,1.997262713004413,2.3961605201585376,1.8383754070914788,1.7202211600509383,,,,,,,48,7,4.0,21.176470588235293,Midfielder,Aston Villa,38
Adam,Wharton,Wharton,Midfielder,CRY,11.219054784973322,13.64738905280111,100.0,100.0,,5.0,0.7,0.7,22.4,112,1,3.3,3.6,0.05,0.26,0.31,,494.4,720.0,180.0,139.6,16.0,1,6,8,43,29,1.0,5.625,0.0,0.0,1.0,0.0,1.993627396021567,2.84188277531622,2.122672680936467,2.034701274340356,2.226170658358713,2.428334267827789,,,,,,,273,31,1.0,5.625,Midfielder,Crystal Palace,38
Daniel,Ballard,Ballard,Defender,SUN,11.85882519251874,13.633904626051912,0.0,100.0,,4.6,2.4,-0.1,25.2,116,0,4.0,-0.5,0.1,0.03,0.13,,662.8,181.2,370.0,121.5,0.0,2,2,6,35,24,0.0,0.0,0.0,0.0,0.0,0.0,1.6438576073936249,2.161181062338609,1.9215893127455723,2.0149929068927825,4.117204303148151,1.7750794335331728,,,,,,,531,56,0.0,0.0,Defender,Sunderland,38
Ryan,Gravenberch,Gravenberch,Midfielder,LIV,11.465411841800261,13.606354894925346,100.0,100.0,,5.4,3.7,0.7,26.7,144,2,4.0,4.0,0.06,0.07,0.13,,687.0,497.2,220.0,140.1,82.0,5,5,9,42,34,7.0,7.682926829268292,3.0,2.0,2.0,0.0,3.314620152064382,2.5155407305658093,2.2795751628406746,1.6049051603673352,1.75077063596206,2.1409430531250857,,,,,,,390,14,7.0,7.682926829268292,Midfielder,Liverpool,38
Ben,Gannon-Doak,Gannon-Doak,Midfielder,BOU,11.029940083286407,13.585751481845255,100.0,100.0,,4.8,0.0,0.1,2.3,11,1,1.4,0.5,0.22,0.11,0.33,,32.4,17.8,39.0,8.9,33.0,0,1,0,1,0,3.0,8.181818181818182,1.0,0.0,2.0,0.0,2.186941158609894,2.2152830156293906,1.7138483571291083,2.573239047441797,2.3406285044762156,2.555811398558848,,,,,,,391,91,3.0,8.181818181818182,Midfielder,Bournemouth,38
Jordan,Henderson,Henderson,Midfielder,BRE,11.384459590803948,13.57997243272864,100.0,100.0,,5.0,0.3,0.0,15.2,76,0,2.4,0.2,0.02,0.11,0.13,,336.6,358.3,49.0,74.4,59.0,1,3,6,28,22,3.0,4.576271186440678,1.0,0.0,2.0,0.0,2.6027236306589554,2.6262780233322784,1.9981567867048537,2.063448823326902,2.093852326780958,2.195512841924693,,,,,,,124,94,3.0,4.576271186440678,Midfielder,Brentford,38
Lyle,Foster,Foster,Forward,BUR,10.953906745201548,13.572150528810116,100.0,100.0,,4.9,0.7,0.0,11.8,58,0,2.2,0.2,0.21,0.02,0.23,,219.0,147.0,262.0,62.1,0.0,3,2,4,30,15,0.0,0.0,0.0,0.0,0.0,0.0,1.3237053927421583,2.330539709809358,2.2076935789129166,2.469675502079605,2.622292561657512,2.618243783608569,,,,,,,217,90,0.0,0.0,Forward,Burnley,38
Lewis,Cook,Cook,Midfielder,BOU,10.778082653434446,13.551301722283466,100.0,100.0,,4.9,0.0,0.1,8.2,40,1,2.2,0.5,0.01,0.05,0.06,,206.8,183.8,12.0,40.6,1.0,0,1,1,19,8,0.0,0.0,0.0,0.0,0.0,0.0,1.7850931747473997,2.04426522051945,2.192750138917016,2.12058777626322,2.6353863429873594,2.7732190688490195,,,,,,,88,91,0.0,0.0,Midfielder,Bournemouth,38
Georginio,Rutter,Georginio,Midfielder,BHA,10.925082730878165,13.534649659761694,100.0,100.0,,5.6,0.3,0.2,15.5,87,1,2.7,1.0,0.15,0.15,0.3,,338.6,349.5,448.0,113.5,16.0,3,5,7,20,20,2.0,11.25,0.0,1.0,1.0,0.0,2.0636432590799823,2.7895652531171464,2.2807985741838728,1.8789621085307586,1.9121135359664059,2.6095669288835284,,,,,,,158,36,2.0,11.25,Midfielder,Brighton,38
Joshua,Zirkzee,Zirkzee,Forward,MUN,11.459349445197951,13.51755958989783,100.0,100.0,,5.8,0.4,0.2,7.2,42,1,1.8,1.0,0.41,0.05,0.46,,164.4,177.7,245.0,58.3,16.0,2,1,2,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.7257170147048324,2.495434213154889,2.623291553683301,2.1030333130157066,2.511873350639223,2.0582101446998795,,,,,,,466,1,0.0,0.0,Forward,Man Utd,38
Justin,Kluivert,Kluivert,Midfielder,BOU,11.443917158054319,13.512932423264225,100.0,100.0,,6.9,0.6,0.0,5.9,41,1,2.0,0.2,0.22,0.15,0.37,,148.0,305.1,135.0,58.8,17.0,2,0,4,19,10,1.0,5.294117647058823,0.0,0.0,1.0,0.0,2.4450428651399774,2.3749318496737297,2.3125298658138416,2.0102014338434313,2.3012111435833393,2.069015265209905,,,,,,,81,91,1.0,5.294117647058823,Midfielder,Bournemouth,38
Kristoffer,Ajer,Ajer,Defender,BRE,11.463348876709006,13.495734093913429,100.0,100.0,,4.4,0.2,0.3,17.3,76,0,2.8,1.5,0.03,0.04,0.07,,401.4,59.1,165.0,62.7,0.0,0,2,5,32,20,0.0,0.0,0.0,0.0,0.0,0.0,1.5054435703333757,2.4154017710766444,2.6599697958603166,2.180356018774299,2.70217772066437,2.0323852172044226,,,,,,,108,94,0.0,0.0,Defender,Brentford,38
Mateo,Kovačić,Kovačić,Midfielder,MCI,10.977013686489865,13.491034378018,100.0,100.0,,5.8,0.0,0.2,1.6,9,1,1.5,1.4,0.09,0.3,0.39,,46.0,65.5,3.0,11.5,31.0,0,1,0,3,1,4.0,11.612903225806452,0.0,2.0,2.0,0.0,1.799969950217885,2.180772886172557,1.95263781093163,2.4350679208668433,2.6085651183009526,2.5140206915281347,,,,,,,422,43,4.0,11.612903225806452,Midfielder,Man City,38
